<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>	<INDEX>
SPFB.Si-9.18	5	20180702	200000	63950	63992	63950	63983	2302	19139
SPFB.Si-9.18	5	20180702	200500	63987	63990	63959	63965	1128	19140
SPFB.Si-9.18	5	20180702	201000	63964	64107	63964	64058	28639	19141
SPFB.Si-9.18	5	20180702	201500	64055	64093	64036	64082	5081	19142
SPFB.Si-9.18	5	20180702	202000	64085	64132	64083	64126	9592	19143
SPFB.Si-9.18	5	20180702	202500	64124	64133	64090	64103	8946	19144
SPFB.Si-9.18	5	20180702	203000	64104	64107	64069	64101	11789	19145
SPFB.Si-9.18	5	20180702	203500	64100	64117	64074	64100	7101	19146
SPFB.Si-9.18	5	20180702	204000	64103	64124	64090	64098	8311	19147
SPFB.Si-9.18	5	20180702	204500	64099	64135	64082	64087	8829	19148
SPFB.Si-9.18	5	20180702	205000	64090	64094	64028	64043	5615	19149
SPFB.Si-9.18	5	20180702	205500	64046	64055	64020	64025	3164	19150
SPFB.Si-9.18	5	20180702	210000	64026	64048	64020	64040	2512	19151
SPFB.Si-9.18	5	20180702	210500	64040	64045	64027	64037	2139	19152
SPFB.Si-9.18	5	20180702	211000	64038	64038	64001	64017	2334	19153
SPFB.Si-9.18	5	20180702	211500	64015	64038	63997	64002	3503	19154
SPFB.Si-9.18	5	20180702	212000	64001	64021	63991	64021	2737	19155
SPFB.Si-9.18	5	20180702	212500	64022	64038	64014	64026	2073	19156
SPFB.Si-9.18	5	20180702	213000	64029	64044	64002	64009	4140	19157
SPFB.Si-9.18	5	20180702	213500	64010	64029	64007	64022	1604	19158
SPFB.Si-9.18	5	20180702	214000	64022	64037	64008	64036	2372	19159
SPFB.Si-9.18	5	20180702	214500	64036	64039	64020	64027	879	19160
SPFB.Si-9.18	5	20180702	215000	64027	64048	64027	64046	1448	19161
SPFB.Si-9.18	5	20180702	215500	64049	64053	64041	64042	950	19162
SPFB.Si-9.18	5	20180702	220000	64043	64080	64043	64080	3793	19163
SPFB.Si-9.18	5	20180702	220500	64077	64079	64055	64059	1790	19164
SPFB.Si-9.18	5	20180702	221000	64057	64072	64055	64069	508	19165
SPFB.Si-9.18	5	20180702	221500	64070	64074	64025	64040	1312	19166
SPFB.Si-9.18	5	20180702	222000	64040	64041	64012	64017	1397	19167
SPFB.Si-9.18	5	20180702	222500	64015	64023	64000	64005	3609	19168
SPFB.Si-9.18	5	20180702	223000	64005	64008	63986	63987	3620	19169
SPFB.Si-9.18	5	20180702	223500	63987	64013	63986	64006	1557	19170
SPFB.Si-9.18	5	20180702	224000	64002	64006	63981	63991	727	19171
SPFB.Si-9.18	5	20180702	224500	63991	64017	63991	64006	1070	19172
SPFB.Si-9.18	5	20180702	225000	64006	64018	63995	64008	1339	19173
SPFB.Si-9.18	5	20180702	225500	64003	64015	63994	64015	542	19174
SPFB.Si-9.18	5	20180702	230000	64010	64040	64005	64015	3958	19175
SPFB.Si-9.18	5	20180702	230500	64015	64040	64006	64032	3696	19176
SPFB.Si-9.18	5	20180702	231000	64034	64048	64026	64034	2327	19177
SPFB.Si-9.18	5	20180702	231500	64035	64057	63960	63981	11884	19178
SPFB.Si-9.18	5	20180702	232000	63982	63993	63961	63973	1846	19179
SPFB.Si-9.18	5	20180702	232500	63971	63972	63955	63961	1280	19180
SPFB.Si-9.18	5	20180702	233000	63962	63963	63953	63954	1158	19181
SPFB.Si-9.18	5	20180702	233500	63954	63954	63941	63949	1453	19182
SPFB.Si-9.18	5	20180702	234000	63949	63954	63944	63953	1066	19183
SPFB.Si-9.18	5	20180702	234500	63951	63963	63938	63952	2051	19184
SPFB.Si-9.18	5	20180702	235000	63955	63972	63944	63960	2910	19185
SPFB.Si-9.18	5	20180703	100500	63945	63945	63701	63799	45191	19186
SPFB.Si-9.18	5	20180703	101000	63798	63799	63717	63753	25153	19187
SPFB.Si-9.18	5	20180703	101500	63750	63774	63738	63750	15704	19188
SPFB.Si-9.18	5	20180703	102000	63750	63753	63693	63744	23669	19189
SPFB.Si-9.18	5	20180703	102500	63744	63756	63713	63751	11768	19190
SPFB.Si-9.18	5	20180703	103000	63751	63797	63748	63773	19129	19191
SPFB.Si-9.18	5	20180703	103500	63773	63788	63742	63752	13218	19192
SPFB.Si-9.18	5	20180703	104000	63752	63773	63734	63757	14458	19193
SPFB.Si-9.18	5	20180703	104500	63757	63768	63718	63738	11170	19194
SPFB.Si-9.18	5	20180703	105000	63737	63763	63706	63725	10249	19195
SPFB.Si-9.18	5	20180703	105500	63724	63760	63708	63760	5537	19196
SPFB.Si-9.18	5	20180703	110000	63759	63764	63701	63706	5592	19197
SPFB.Si-9.18	5	20180703	110500	63710	63715	63672	63678	17742	19198
SPFB.Si-9.18	5	20180703	111000	63676	63693	63666	63676	6849	19199
SPFB.Si-9.18	5	20180703	111500	63676	63704	63676	63699	6959	19200
SPFB.Si-9.18	5	20180703	112000	63696	63709	63687	63689	9296	19201
SPFB.Si-9.18	5	20180703	112500	63689	63706	63686	63702	3947	19202
SPFB.Si-9.18	5	20180703	113000	63701	63717	63700	63714	4863	19203
SPFB.Si-9.18	5	20180703	113500	63710	63720	63701	63713	5868	19204
SPFB.Si-9.18	5	20180703	114000	63713	63718	63683	63706	6475	19205
SPFB.Si-9.18	5	20180703	114500	63706	63716	63695	63710	3488	19206
SPFB.Si-9.18	5	20180703	115000	63710	63757	63699	63754	14749	19207
SPFB.Si-9.18	5	20180703	115500	63752	63754	63728	63735	18898	19208
SPFB.Si-9.18	5	20180703	120000	63736	63761	63730	63744	11478	19209
SPFB.Si-9.18	5	20180703	120500	63740	63758	63732	63750	11219	19210
SPFB.Si-9.18	5	20180703	121000	63748	63752	63733	63743	3907	19211
SPFB.Si-9.18	5	20180703	121500	63742	63763	63735	63758	8068	19212
SPFB.Si-9.18	5	20180703	122000	63761	63770	63742	63748	8886	19213
SPFB.Si-9.18	5	20180703	122500	63748	63770	63742	63766	11337	19214
SPFB.Si-9.18	5	20180703	123000	63765	63778	63740	63760	7934	19215
SPFB.Si-9.18	5	20180703	123500	63763	63773	63748	63755	2896	19216
SPFB.Si-9.18	5	20180703	124000	63758	63766	63742	63760	5435	19217
SPFB.Si-9.18	5	20180703	124500	63759	63821	63739	63789	38179	19218
SPFB.Si-9.18	5	20180703	125000	63790	63797	63776	63783	5579	19219
SPFB.Si-9.18	5	20180703	125500	63781	63817	63773	63794	8806	19220
SPFB.Si-9.18	5	20180703	130000	63795	63843	63780	63780	14064	19221
SPFB.Si-9.18	5	20180703	130500	63783	63799	63760	63799	10687	19222
SPFB.Si-9.18	5	20180703	131000	63798	63806	63735	63754	10559	19223
SPFB.Si-9.18	5	20180703	131500	63756	63778	63740	63774	3674	19224
SPFB.Si-9.18	5	20180703	132000	63774	63779	63734	63747	4307	19225
SPFB.Si-9.18	5	20180703	132500	63744	63758	63721	63758	7894	19226
SPFB.Si-9.18	5	20180703	133000	63757	63764	63739	63744	4843	19227
SPFB.Si-9.18	5	20180703	133500	63745	63765	63742	63744	3953	19228
SPFB.Si-9.18	5	20180703	134000	63742	63750	63726	63735	3797	19229
SPFB.Si-9.18	5	20180703	134500	63731	63731	63679	63700	12347	19230
SPFB.Si-9.18	5	20180703	135000	63699	63727	63689	63725	6699	19231
SPFB.Si-9.18	5	20180703	135500	63720	63725	63695	63714	8839	19232
SPFB.Si-9.18	5	20180703	140000	63716	63750	63694	63734	11429	19233
SPFB.Si-9.18	5	20180703	141000	63731	63762	63728	63757	5308	19234
SPFB.Si-9.18	5	20180703	141500	63759	63760	63723	63730	5217	19235
SPFB.Si-9.18	5	20180703	142000	63731	63754	63717	63740	3444	19236
SPFB.Si-9.18	5	20180703	142500	63740	63748	63722	63730	4873	19237
SPFB.Si-9.18	5	20180703	143000	63732	63745	63721	63734	1982	19238
SPFB.Si-9.18	5	20180703	143500	63730	63735	63711	63716	3047	19239
SPFB.Si-9.18	5	20180703	144000	63716	63721	63690	63700	3698	19240
SPFB.Si-9.18	5	20180703	144500	63698	63698	63655	63684	14642	19241
SPFB.Si-9.18	5	20180703	145000	63684	63696	63671	63682	3607	19242
SPFB.Si-9.18	5	20180703	145500	63681	63702	63660	63667	5913	19243
SPFB.Si-9.18	5	20180703	150000	63665	63673	63625	63632	16804	19244
SPFB.Si-9.18	5	20180703	150500	63632	63633	63594	63622	32409	19245
SPFB.Si-9.18	5	20180703	151000	63623	63624	63567	63581	13842	19246
SPFB.Si-9.18	5	20180703	151500	63581	63622	63575	63620	5691	19247
SPFB.Si-9.18	5	20180703	152000	63620	63627	63605	63615	3403	19248
SPFB.Si-9.18	5	20180703	152500	63619	63643	63612	63637	4804	19249
SPFB.Si-9.18	5	20180703	153000	63636	63644	63578	63607	8036	19250
SPFB.Si-9.18	5	20180703	153500	63606	63633	63590	63628	4393	19251
SPFB.Si-9.18	5	20180703	154000	63629	63645	63617	63638	4580	19252
SPFB.Si-9.18	5	20180703	154500	63638	63641	63588	63590	6363	19253
SPFB.Si-9.18	5	20180703	155000	63590	63629	63573	63628	7811	19254
SPFB.Si-9.18	5	20180703	155500	63628	63697	63613	63662	27654	19255
SPFB.Si-9.18	5	20180703	160000	63662	63668	63643	63654	6917	19256
SPFB.Si-9.18	5	20180703	160500	63653	63653	63620	63626	7806	19257
SPFB.Si-9.18	5	20180703	161000	63625	63666	63614	63660	5237	19258
SPFB.Si-9.18	5	20180703	161500	63660	63682	63650	63664	7836	19259
SPFB.Si-9.18	5	20180703	162000	63664	63686	63661	63674	7418	19260
SPFB.Si-9.18	5	20180703	162500	63673	63675	63632	63650	12256	19261
SPFB.Si-9.18	5	20180703	163000	63651	63667	63640	63640	4654	19262
SPFB.Si-9.18	5	20180703	163500	63644	63656	63633	63648	6287	19263
SPFB.Si-9.18	5	20180703	164000	63647	63653	63632	63634	2041	19264
SPFB.Si-9.18	5	20180703	164500	63632	63635	63604	63630	4721	19265
SPFB.Si-9.18	5	20180703	165000	63630	63636	63605	63620	3574	19266
SPFB.Si-9.18	5	20180703	165500	63618	63668	63615	63668	5335	19267
SPFB.Si-9.18	5	20180703	170000	63666	63693	63664	63689	6906	19268
SPFB.Si-9.18	5	20180703	170500	63688	63743	63673	63733	13414	19269
SPFB.Si-9.18	5	20180703	171000	63733	63754	63717	63718	8101	19270
SPFB.Si-9.18	5	20180703	171500	63719	63832	63707	63826	19771	19271
SPFB.Si-9.18	5	20180703	172000	63828	63841	63777	63801	32817	19272
SPFB.Si-9.18	5	20180703	172500	63803	63809	63775	63794	12131	19273
SPFB.Si-9.18	5	20180703	173000	63794	63797	63759	63771	7472	19274
SPFB.Si-9.18	5	20180703	173500	63775	63797	63754	63762	20372	19275
SPFB.Si-9.18	5	20180703	174000	63763	63771	63726	63740	6715	19276
SPFB.Si-9.18	5	20180703	174500	63742	63803	63738	63795	14736	19277
SPFB.Si-9.18	5	20180703	175000	63793	63808	63769	63770	8021	19278
SPFB.Si-9.18	5	20180703	175500	63771	63777	63749	63766	6571	19279
SPFB.Si-9.18	5	20180703	180000	63767	63880	63763	63845	24622	19280
SPFB.Si-9.18	5	20180703	180500	63845	63863	63827	63857	8764	19281
SPFB.Si-9.18	5	20180703	181000	63853	63872	63799	63805	11507	19282
SPFB.Si-9.18	5	20180703	181500	63808	63822	63755	63779	7626	19283
SPFB.Si-9.18	5	20180703	182000	63780	63796	63758	63775	8143	19284
SPFB.Si-9.18	5	20180703	182500	63776	63785	63762	63765	5647	19285
SPFB.Si-9.18	5	20180703	183000	63764	63775	63749	63754	2903	19286
SPFB.Si-9.18	5	20180703	183500	63753	63763	63707	63749	13296	19287
SPFB.Si-9.18	5	20180703	184000	63747	63747	63700	63700	7406	19288
SPFB.Si-9.18	5	20180703	184500	63701	63735	63701	63703	4355	19289
SPFB.Si-9.18	5	20180703	190500	63702	63749	63693	63738	5355	19290
SPFB.Si-9.18	5	20180703	191000	63738	63766	63735	63742	2561	19291
SPFB.Si-9.18	5	20180703	191500	63740	63748	63696	63740	5156	19292
SPFB.Si-9.18	5	20180703	192000	63738	63749	63731	63739	2067	19293
SPFB.Si-9.18	5	20180703	192500	63736	63743	63722	63743	762	19294
SPFB.Si-9.18	5	20180703	193000	63743	63748	63723	63747	4200	19295
SPFB.Si-9.18	5	20180703	193500	63745	63748	63732	63746	1506	19296
SPFB.Si-9.18	5	20180703	194000	63743	63750	63738	63749	2596	19297
SPFB.Si-9.18	5	20180703	194500	63749	63750	63738	63738	695	19298
SPFB.Si-9.18	5	20180703	195000	63738	63749	63738	63745	488	19299
SPFB.Si-9.18	5	20180703	195500	63744	63762	63744	63756	1064	19300
SPFB.Si-9.18	5	20180703	200000	63760	63770	63756	63761	1528	19301
SPFB.Si-9.18	5	20180703	200500	63763	63773	63752	63760	1036	19302
SPFB.Si-9.18	5	20180703	201000	63760	63766	63751	63759	690	19303
SPFB.Si-9.18	5	20180703	201500	63766	63770	63758	63758	521	19304
SPFB.Si-9.18	5	20180703	202000	63757	63772	63756	63758	1394	19305
SPFB.Si-9.18	5	20180703	202500	63758	63762	63750	63755	473	19306
SPFB.Si-9.18	5	20180703	203000	63756	63758	63744	63744	847	19307
SPFB.Si-9.18	5	20180703	203500	63745	63752	63734	63741	991	19308
SPFB.Si-9.18	5	20180703	204000	63747	63748	63739	63740	105	19309
SPFB.Si-9.18	5	20180703	204500	63741	63744	63727	63740	1095	19310
SPFB.Si-9.18	5	20180703	205000	63739	63742	63729	63739	402	19311
SPFB.Si-9.18	5	20180703	205500	63736	63738	63711	63714	1245	19312
SPFB.Si-9.18	5	20180703	210000	63714	63722	63709	63713	1348	19313
SPFB.Si-9.18	5	20180703	210500	63716	63720	63708	63719	607	19314
SPFB.Si-9.18	5	20180703	211000	63718	63723	63712	63717	487	19315
SPFB.Si-9.18	5	20180703	211500	63722	63724	63708	63717	615	19316
SPFB.Si-9.18	5	20180703	212000	63715	63715	63701	63706	2214	19317
SPFB.Si-9.18	5	20180703	212500	63707	63715	63695	63705	1385	19318
SPFB.Si-9.18	5	20180703	213000	63705	63712	63676	63687	2483	19319
SPFB.Si-9.18	5	20180703	213500	63688	63711	63683	63707	1735	19320
SPFB.Si-9.18	5	20180703	214000	63703	63723	63690	63715	2588	19321
SPFB.Si-9.18	5	20180703	214500	63715	63717	63704	63707	300	19322
SPFB.Si-9.18	5	20180703	215000	63707	63721	63705	63721	271	19323
SPFB.Si-9.18	5	20180703	215500	63718	63723	63708	63709	381	19324
SPFB.Si-9.18	5	20180703	220000	63709	63727	63708	63726	315	19325
SPFB.Si-9.18	5	20180703	220500	63725	63728	63708	63712	670	19326
SPFB.Si-9.18	5	20180703	221000	63712	63716	63706	63716	234	19327
SPFB.Si-9.18	5	20180703	221500	63716	63718	63705	63706	806	19328
SPFB.Si-9.18	5	20180703	222000	63706	63708	63699	63701	509	19329
SPFB.Si-9.18	5	20180703	222500	63702	63706	63686	63690	534	19330
SPFB.Si-9.18	5	20180703	223000	63690	63709	63690	63697	693	19331
SPFB.Si-9.18	5	20180703	223500	63694	63705	63687	63704	817	19332
SPFB.Si-9.18	5	20180703	224000	63704	63708	63698	63700	247	19333
SPFB.Si-9.18	5	20180703	224500	63701	63706	63699	63706	433	19334
SPFB.Si-9.18	5	20180703	225000	63702	63707	63701	63703	443	19335
SPFB.Si-9.18	5	20180703	225500	63702	63705	63691	63696	667	19336
SPFB.Si-9.18	5	20180703	230000	63695	63697	63662	63670	3539	19337
SPFB.Si-9.18	5	20180703	230500	63668	63678	63657	63665	3019	19338
SPFB.Si-9.18	5	20180703	231000	63664	63680	63646	63669	3921	19339
SPFB.Si-9.18	5	20180703	231500	63669	63689	63663	63675	887	19340
SPFB.Si-9.18	5	20180703	232000	63675	63684	63674	63676	356	19341
SPFB.Si-9.18	5	20180703	232500	63677	63679	63654	63659	691	19342
SPFB.Si-9.18	5	20180703	233000	63657	63660	63644	63647	3151	19343
SPFB.Si-9.18	5	20180703	233500	63645	63655	63614	63638	3230	19344
SPFB.Si-9.18	5	20180703	234000	63635	63650	63630	63641	849	19345
SPFB.Si-9.18	5	20180703	234500	63638	63645	63618	63618	2851	19346
SPFB.Si-9.18	5	20180703	235000	63622	63635	63614	63614	2014	19347
SPFB.Si-9.18	5	20180704	100500	63611	63611	63435	63586	39678	19348
SPFB.Si-9.18	5	20180704	101000	63588	63713	63561	63647	35375	19349
SPFB.Si-9.18	5	20180704	101500	63651	63695	63644	63650	12772	19350
SPFB.Si-9.18	5	20180704	102000	63650	63699	63644	63693	10225	19351
SPFB.Si-9.18	5	20180704	102500	63693	63770	63693	63747	24064	19352
SPFB.Si-9.18	5	20180704	103000	63747	63777	63719	63726	14860	19353
SPFB.Si-9.18	5	20180704	103500	63725	63739	63699	63709	9093	19354
SPFB.Si-9.18	5	20180704	104000	63710	63740	63700	63710	6558	19355
SPFB.Si-9.18	5	20180704	104500	63710	63744	63708	63739	5505	19356
SPFB.Si-9.18	5	20180704	105000	63739	63764	63734	63744	4799	19357
SPFB.Si-9.18	5	20180704	105500	63746	63827	63746	63791	15709	19358
SPFB.Si-9.18	5	20180704	110000	63794	63850	63781	63836	15807	19359
SPFB.Si-9.18	5	20180704	110500	63834	63838	63780	63805	20017	19360
SPFB.Si-9.18	5	20180704	111000	63805	63832	63782	63788	6531	19361
SPFB.Si-9.18	5	20180704	111500	63790	63819	63780	63786	6353	19362
SPFB.Si-9.18	5	20180704	112000	63786	63810	63736	63740	13072	19363
SPFB.Si-9.18	5	20180704	112500	63738	63765	63721	63742	19055	19364
SPFB.Si-9.18	5	20180704	113000	63742	63768	63742	63760	4444	19365
SPFB.Si-9.18	5	20180704	113500	63757	63772	63737	63767	4415	19366
SPFB.Si-9.18	5	20180704	114000	63767	63777	63747	63753	7664	19367
SPFB.Si-9.18	5	20180704	114500	63750	63799	63750	63798	5089	19368
SPFB.Si-9.18	5	20180704	115000	63798	63837	63795	63803	8838	19369
SPFB.Si-9.18	5	20180704	115500	63802	63839	63798	63818	6343	19370
SPFB.Si-9.18	5	20180704	120000	63820	63822	63791	63803	9433	19371
SPFB.Si-9.18	5	20180704	120500	63801	63807	63778	63778	11839	19372
SPFB.Si-9.18	5	20180704	121000	63780	63786	63755	63769	6656	19373
SPFB.Si-9.18	5	20180704	121500	63772	63786	63756	63756	2702	19374
SPFB.Si-9.18	5	20180704	122000	63756	63772	63747	63751	4629	19375
SPFB.Si-9.18	5	20180704	122500	63755	63774	63754	63769	3767	19376
SPFB.Si-9.18	5	20180704	123000	63770	63787	63744	63749	6101	19377
SPFB.Si-9.18	5	20180704	123500	63748	63779	63746	63765	7429	19378
SPFB.Si-9.18	5	20180704	124000	63764	63793	63760	63783	5685	19379
SPFB.Si-9.18	5	20180704	124500	63782	63806	63778	63783	4394	19380
SPFB.Si-9.18	5	20180704	125000	63787	63814	63787	63793	5453	19381
SPFB.Si-9.18	5	20180704	125500	63796	63811	63786	63790	4670	19382
SPFB.Si-9.18	5	20180704	130000	63791	63807	63790	63799	8311	19383
SPFB.Si-9.18	5	20180704	130500	63799	63809	63761	63774	15675	19384
SPFB.Si-9.18	5	20180704	131000	63775	63779	63749	63749	3406	19385
SPFB.Si-9.18	5	20180704	131500	63750	63750	63723	63728	7242	19386
SPFB.Si-9.18	5	20180704	132000	63728	63741	63725	63730	2085	19387
SPFB.Si-9.18	5	20180704	132500	63733	63742	63729	63739	1756	19388
SPFB.Si-9.18	5	20180704	133000	63741	63767	63737	63750	6182	19389
SPFB.Si-9.18	5	20180704	133500	63752	63770	63746	63761	3403	19390
SPFB.Si-9.18	5	20180704	134000	63761	63775	63754	63760	2567	19391
SPFB.Si-9.18	5	20180704	134500	63760	63784	63752	63775	2897	19392
SPFB.Si-9.18	5	20180704	135000	63776	63791	63765	63780	2921	19393
SPFB.Si-9.18	5	20180704	135500	63778	63787	63773	63777	2860	19394
SPFB.Si-9.18	5	20180704	140000	63779	63784	63766	63770	2472	19395
SPFB.Si-9.18	5	20180704	141000	63768	63782	63762	63774	1583	19396
SPFB.Si-9.18	5	20180704	141500	63774	63800	63772	63795	4423	19397
SPFB.Si-9.18	5	20180704	142000	63795	63813	63784	63790	6923	19398
SPFB.Si-9.18	5	20180704	142500	63790	63804	63783	63784	2440	19399
SPFB.Si-9.18	5	20180704	143000	63784	63802	63783	63796	2088	19400
SPFB.Si-9.18	5	20180704	143500	63795	63798	63768	63790	2771	19401
SPFB.Si-9.18	5	20180704	144000	63788	63802	63778	63778	3412	19402
SPFB.Si-9.18	5	20180704	144500	63781	63791	63777	63784	2462	19403
SPFB.Si-9.18	5	20180704	145000	63784	63796	63781	63789	2284	19404
SPFB.Si-9.18	5	20180704	145500	63789	63805	63780	63781	2929	19405
SPFB.Si-9.18	5	20180704	150000	63782	63805	63773	63799	3540	19406
SPFB.Si-9.18	5	20180704	150500	63795	63803	63776	63777	2661	19407
SPFB.Si-9.18	5	20180704	151000	63777	63803	63775	63792	2018	19408
SPFB.Si-9.18	5	20180704	151500	63793	63805	63784	63785	1735	19409
SPFB.Si-9.18	5	20180704	152000	63784	63802	63780	63798	923	19410
SPFB.Si-9.18	5	20180704	152500	63798	63825	63792	63818	7286	19411
SPFB.Si-9.18	5	20180704	153000	63820	63837	63806	63831	7829	19412
SPFB.Si-9.18	5	20180704	153500	63831	63876	63825	63838	16840	19413
SPFB.Si-9.18	5	20180704	154000	63838	63850	63778	63815	17871	19414
SPFB.Si-9.18	5	20180704	154500	63817	63833	63810	63816	3196	19415
SPFB.Si-9.18	5	20180704	155000	63817	63824	63798	63803	3389	19416
SPFB.Si-9.18	5	20180704	155500	63800	63805	63772	63785	4625	19417
SPFB.Si-9.18	5	20180704	160000	63783	63808	63783	63805	2772	19418
SPFB.Si-9.18	5	20180704	160500	63804	63809	63789	63792	2055	19419
SPFB.Si-9.18	5	20180704	161000	63789	63815	63759	63807	7800	19420
SPFB.Si-9.18	5	20180704	161500	63808	63827	63807	63824	3712	19421
SPFB.Si-9.18	5	20180704	162000	63822	63840	63805	63805	6775	19422
SPFB.Si-9.18	5	20180704	162500	63808	63824	63800	63822	3114	19423
SPFB.Si-9.18	5	20180704	163000	63821	63838	63810	63815	2866	19424
SPFB.Si-9.18	5	20180704	163500	63812	63824	63804	63820	2108	19425
SPFB.Si-9.18	5	20180704	164000	63822	63828	63806	63822	1983	19426
SPFB.Si-9.18	5	20180704	164500	63820	63827	63810	63818	1483	19427
SPFB.Si-9.18	5	20180704	165000	63815	63818	63761	63790	9617	19428
SPFB.Si-9.18	5	20180704	165500	63788	63812	63783	63798	2901	19429
SPFB.Si-9.18	5	20180704	170000	63798	63802	63777	63782	3169	19430
SPFB.Si-9.18	5	20180704	170500	63782	63799	63775	63775	2851	19431
SPFB.Si-9.18	5	20180704	171000	63775	63787	63765	63775	2703	19432
SPFB.Si-9.18	5	20180704	171500	63776	63778	63756	63761	5022	19433
SPFB.Si-9.18	5	20180704	172000	63761	63787	63758	63781	2643	19434
SPFB.Si-9.18	5	20180704	172500	63782	63806	63768	63776	3612	19435
SPFB.Si-9.18	5	20180704	173000	63779	63793	63771	63790	2925	19436
SPFB.Si-9.18	5	20180704	173500	63789	63810	63787	63801	5238	19437
SPFB.Si-9.18	5	20180704	174000	63801	63821	63792	63798	4184	19438
SPFB.Si-9.18	5	20180704	174500	63798	63820	63790	63811	4896	19439
SPFB.Si-9.18	5	20180704	175000	63810	63818	63793	63813	2873	19440
SPFB.Si-9.18	5	20180704	175500	63813	63842	63805	63834	4350	19441
SPFB.Si-9.18	5	20180704	180000	63833	63837	63780	63785	10026	19442
SPFB.Si-9.18	5	20180704	180500	63787	63802	63772	63799	7854	19443
SPFB.Si-9.18	5	20180704	181000	63799	63814	63789	63807	1997	19444
SPFB.Si-9.18	5	20180704	181500	63808	63819	63798	63804	2477	19445
SPFB.Si-9.18	5	20180704	182000	63801	63811	63786	63790	2821	19446
SPFB.Si-9.18	5	20180704	182500	63790	63794	63776	63784	2224	19447
SPFB.Si-9.18	5	20180704	183000	63786	63804	63783	63793	1377	19448
SPFB.Si-9.18	5	20180704	183500	63793	63799	63754	63767	15144	19449
SPFB.Si-9.18	5	20180704	184000	63767	63770	63759	63766	2842	19450
SPFB.Si-9.18	5	20180704	184500	63765	63783	63759	63764	2639	19451
SPFB.Si-9.18	5	20180704	190500	63789	63810	63774	63786	1692	19452
SPFB.Si-9.18	5	20180704	191000	63786	63813	63783	63809	1593	19453
SPFB.Si-9.18	5	20180704	191500	63811	63828	63796	63820	2109	19454
SPFB.Si-9.18	5	20180704	192000	63824	63827	63791	63810	3608	19455
SPFB.Si-9.18	5	20180704	192500	63807	63818	63785	63787	2364	19456
SPFB.Si-9.18	5	20180704	193000	63785	63791	63782	63786	936	19457
SPFB.Si-9.18	5	20180704	193500	63788	63796	63781	63795	535	19458
SPFB.Si-9.18	5	20180704	194000	63794	63794	63788	63792	227	19459
SPFB.Si-9.18	5	20180704	194500	63792	63796	63778	63785	982	19460
SPFB.Si-9.18	5	20180704	195000	63785	63795	63784	63792	609	19461
SPFB.Si-9.18	5	20180704	195500	63792	63792	63780	63781	635	19462
SPFB.Si-9.18	5	20180704	200000	63780	63787	63772	63781	934	19463
SPFB.Si-9.18	5	20180704	200500	63781	63786	63768	63780	749	19464
SPFB.Si-9.18	5	20180704	201000	63784	63784	63769	63775	1000	19465
SPFB.Si-9.18	5	20180704	201500	63775	63780	63770	63778	967	19466
SPFB.Si-9.18	5	20180704	202000	63775	63782	63774	63778	172	19467
SPFB.Si-9.18	5	20180704	202500	63781	63785	63775	63785	219	19468
SPFB.Si-9.18	5	20180704	203000	63781	63794	63777	63789	1552	19469
SPFB.Si-9.18	5	20180704	203500	63790	63799	63781	63784	697	19470
SPFB.Si-9.18	5	20180704	204000	63783	63785	63780	63784	209	19471
SPFB.Si-9.18	5	20180704	204500	63784	63794	63780	63786	538	19472
SPFB.Si-9.18	5	20180704	205000	63786	63794	63784	63787	235	19473
SPFB.Si-9.18	5	20180704	205500	63784	63791	63781	63788	283	19474
SPFB.Si-9.18	5	20180704	210000	63789	63792	63788	63789	147	19475
SPFB.Si-9.18	5	20180704	210500	63790	63792	63785	63789	273	19476
SPFB.Si-9.18	5	20180704	211000	63787	63791	63787	63789	127	19477
SPFB.Si-9.18	5	20180704	211500	63788	63788	63781	63785	1064	19478
SPFB.Si-9.18	5	20180704	212000	63785	63790	63779	63779	379	19479
SPFB.Si-9.18	5	20180704	212500	63778	63779	63774	63774	267	19480
SPFB.Si-9.18	5	20180704	213000	63776	63777	63773	63775	241	19481
SPFB.Si-9.18	5	20180704	213500	63773	63775	63768	63772	392	19482
SPFB.Si-9.18	5	20180704	214000	63772	63782	63772	63780	357	19483
SPFB.Si-9.18	5	20180704	214500	63780	63782	63776	63780	142	19484
SPFB.Si-9.18	5	20180704	215000	63778	63781	63775	63777	423	19485
SPFB.Si-9.18	5	20180704	215500	63777	63780	63777	63778	117	19486
SPFB.Si-9.18	5	20180704	220000	63778	63782	63778	63782	171	19487
SPFB.Si-9.18	5	20180704	220500	63779	63786	63779	63780	339	19488
SPFB.Si-9.18	5	20180704	221000	63780	63786	63775	63777	362	19489
SPFB.Si-9.18	5	20180704	221500	63782	63782	63734	63735	4026	19490
SPFB.Si-9.18	5	20180704	222000	63735	63741	63728	63738	3294	19491
SPFB.Si-9.18	5	20180704	222500	63740	63741	63728	63733	1432	19492
SPFB.Si-9.18	5	20180704	223000	63733	63734	63702	63710	3353	19493
SPFB.Si-9.18	5	20180704	223500	63710	63712	63703	63708	4341	19494
SPFB.Si-9.18	5	20180704	224000	63705	63713	63701	63712	3461	19495
SPFB.Si-9.18	5	20180704	224500	63710	63715	63705	63715	1675	19496
SPFB.Si-9.18	5	20180704	225000	63712	63717	63706	63715	1116	19497
